f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,target
36.569,44.518,45.608,45.678,57.946,52.696,47.853,40.819,63.055,36.032,63.431,51.804,49.062,51.475,59.326,48.229,67.248,59.93,39.235,37.012,159.66612
39.278,41.214,35.19,51.036,59.55,54.45,60.826,57.1,65.934,46.917,52.387,49.856,44.021,56.173,58.57,47.866,60.096,54.327,42.143,62.246,152.99336
56.902,34.891,51.544,46.104,48.989,56.669,53.831,60.981,55.628,71.827,45.946,66.102,65.857,58.892,44.975,48.162,57.156,53.842,43.683,60.528,158.48162
44.641,52.539,51.199,49.098,51.599,42.86,54.303,64.643,35.438,47.192,53.281,32.588,39.916,54.846,56.138,47.272,55.886,51.788,70.921,41.3,153.60426
44.114,43.14,62.289,47.441,42.412,45.891,42.704,64.474,25.892,58.075,42.263,56.707,33.05,46.618,54.829,20.93,55.233,51.941,63.064,38.399,149.37958
35.974,44.418,50.215,59.351,37.799,50.219,45.057,57.865,56.153,59.479,43.789,59.798,43.578,82.827,51.771,42.959,48.31,29.294,57.97,33.968,163.06634
54.789,44.402,42.792,46.049,53.485,62.466,42.275,48.529,64.52,36.422,57.782,50.639,54.008,37.938,61.258,51.829,54.36,55.565,53.04,40.701,151.55138
27.115,49.996,50.382,46.54,34.229,42.305,55.258,55.738,53.204,40.416,44.649,49.518,31.627,36.352,64.786,21.778,44.037,43.341,69.743,37.775,143.32768
47.892,33.69,44.618,39.515,58.388,56.726,47.127,55.886,56.854,61.57,37.525,51.028,43.158,53.634,57.125,39.799,48.738,34.31,54.897,50.18,146.3817
46.063,50.664,71.986,49.437,49.693,50.536,27.062,44.835,53.013,51.104,47.431,53.594,60.792,49.922,44.548,54.794,59.368,40.679,41.098,40.63,146.06182
41.447,37.293,39.788,52.322,69.074,38.3,63.182,60.655,49.188,38.038,60.795,41.661,58.18,69.147,60.405,41.805,52.376,45.831,70.705,59.73,162.59052
60.074,44.389,31.268,36.213,45.184,42.828,59.386,59.075,57.157,41.034,55.462,67.196,52.553,38.434,54.755,47.956,32.439,51.162,55.948,48.496,152.3924
34.083,51.432,67.938,55.153,50.595,50.068,38.444,42.193,46.562,49.69,36.095,38.161,37.793,45.827,62.181,43.105,70.149,35.183,50.416,50.288,154.16084
59.124,43.681,42.61,58.808,61.397,59.117,37.839,55.467,66.059,49.051,56.994,54.606,65.749,58.712,34.831,75.424,70.325,48.147,25.491,48.115,151.37714
38.427,43.784,31.438,40.316,65.903,58.67,63.213,49.373,77.336,40.166,53.622,40.907,41.01,41.358,61.847,63.967,58.034,44.397,33.92,58.157,153.07098
59.468,51.177,37.449,44.367,38.579,50.225,64.572,42.219,48.408,43.012,48.659,66.889,42.238,16.772,60.401,47.675,56.608,68.106,47.915,63.286,139.35202
49.589,40.591,27.214,35.713,58.32,51.046,53.829,49.195,56.716,58.478,63.262,43.805,43.647,58.525,46.428,41.938,55.049,38.311,50.508,45.546,154.8227
65.831,39.585,31.874,30.954,57.817,70.332,61.16,71.102,52.669,34.183,50.659,56.076,70.969,41.521,75.051,46.411,47.271,60.688,46.116,43.123,157.2395
40.943,28.327,40.424,52.92,61.24,40.229,51.998,67.842,59.046,45.07,63.514,51.887,49.521,73.376,41.593,59.025,54.528,30.134,56.402,54.091,151.62492
53.645,21.343,31.233,52.054,47.416,34.978,59.127,52.898,54.521,59.648,71.513,40.67,45.543,48.096,49.856,35.9,60.292,49.881,57.961,57.697,154.32032
36.995,39.551,40.354,27.945,17.328,42.411,53.168,51.36,37.128,57.234,50.467,66.794,40.83,20.198,68.595,30.282,45.493,45.339,55.938,59.761,154.7509
56.279,51.39,56.815,43.401,53.271,42.793,50.027,38.717,49.783,41.052,54.965,38.521,44.045,43.176,49.163,62.419,67.625,54.221,48.756,59.816,159.32844
55.604,42.85,41.4,66.5,49.804,22.953,62.792,30.621,51.553,39.404,53.353,44.496,40.094,39.329,42.42,67.917,71.44,47.989,49.443,63.249,155.69196
43.392,47.694,66.189,38.74,60.229,50.898,34.984,61.117,52.737,43.433,44.575,58.437,62.311,80.748,32.895,51.887,50.174,44.076,46.637,37.343,159.16752
47.274,58.054,43.786,29.295,64.996,70.093,45.657,38.497,53.778,47.2,44.595,39.516,44.903,38.263,67.939,57.307,58.546,57.057,47.158,46.698,147.63236
58.774,29.541,42.477,36.287,80.386,71.827,62.451,65.785,59.601,32.963,47.722,38.769,51.194,63.663,54.897,44.528,44.876,51.799,74.452,57.229,161.52674
20.88,43.026,57.566,56.45,39.395,43.419,43.85,35.995,60.301,36.183,55.334,40.715,43.222,36.195,58.562,55.281,57.443,45.092,52.132,54.496,136.27624
47.906,60.022,34.547,48.445,64.222,48.848,63.852,14.656,44.108,33.037,58.48,48.616,40.484,40.566,70.971,76.298,76.219,52.292,44.479,52.881,139.86134
32.243,38.453,37.155,59.356,59.603,60.166,52.359,50.973,46.931,59.633,52.114,59.738,38.64,41.67,52.299,52.393,79.097,52.053,39.275,47.351,175.37608
70.443,45.775,52.784,38.736,47.462,65.251,46.402,62.138,46.983,51.125,47.728,50.519,55.02,40.123,69.69,42.316,52.387,67.272,57.119,40.737,151.63942
38.194,40.747,49.808,29.924,50.19,46.989,60.653,72.089,38.816,43.579,51.414,37.108,52.281,44.22,46.313,37.453,49.121,50.358,69.125,60.307,150.30204
39.812,32.859,60.726,48.504,63.315,47.151,55.06,58.164,58.521,46.859,29.533,47.898,43.737,68.727,50.493,39.472,45.79,43.646,63.171,57.01,156.59236
37.883,38.987,42.906,35.641,49.01,49.348,39.006,47.81,55.611,31.502,54.173,38.809,49.358,43.176,43.836,47.754,57.521,28.643,51.381,57.642,145.33618
58.924,46.122,48.737,44.75,28.459,50.253,37.579,60.967,61.066,73.878,45.949,73.114,46.969,67.479,51.449,27.62,26.187,49.704,55.832,33.534,146.56418
37.043,44.482,29.348,46.454,27.715,65.342,38.602,47.916,65.544,58.309,39.43,63.3,34.96,23.756,57.716,58.846,51.807,37.185,33.804,44.839,150.14206
56.592,42.195,54.857,35.826,42.244,60.15,47.684,51.07,55.04,36.175,48.643,41.576,45.332,40.535,65.85,38.748,46.262,60.557,60.377,56.442,155.80906
32.848,38.404,43.872,54.08,47.228,55.377,49.711,56.569,68.969,30.748,65.795,44.499,56.86,32.006,66.233,47.552,61.261,45.369,34.138,54.018,148.67104
51.488,52.416,40.708,51.021,49.97,44.43,54.225,54.857,53.566,53.65,73.31,62.013,58.604,44.439,37.673,57.28,53.421,57.696,38.868,63.013,144.68758
49.11,35.557,37.227,41.557,59.609,45.021,68.265,72.534,45.127,57.938,64.005,40.009,48.717,61.424,57.331,44.14,51.266,47.865,68.157,56.959,146.30616
55.532,43.917,48.472,51.465,71.609,64.237,54.919,51.458,49.575,33.494,48.752,50.609,53.242,65.504,48.555,57.305,61.624,53.127,60.295,39.316,150.71262
39.575,35.549,41.711,45.805,71.517,47.884,53.57,61.369,64.8,47.919,61.617,46.603,43.563,70.825,45.803,48.939,56.558,48.443,49.642,54.3,155.4492
22.444,42.804,21.433,42.246,54.084,38.513,63.476,62.092,52.811,46.189,65.695,52.35,23.92,57.392,56.544,25.717,45.711,39.135,65.247,49.954,145.18672
40.369,33.325,60.98,53.252,48.535,86.649,46.904,68.771,71.28,70.515,30.73,47.194,60.861,52.41,50.934,47.549,55.063,31.933,35.8,68.612,163.77354
44.68,50.348,72.101,53.507,37.388,48.196,41.52,54.62,42.549,62.879,33.109,55.443,48.988,63.279,54.775,48.971,52.342,38.237,50.923,43.864,159.2746
54.78,55.294,61.152,48.035,54.978,43.347,46.341,42.287,57.618,54.865,49.263,36.642,55.561,44.591,58.045,61.893,56.085,37.492,48.749,50.915,156.1826
37.489,70.343,47.296,21.138,62.253,57.658,46.51,37.376,54.205,37.43,44.379,28.587,37.429,41.58,41.672,46.724,53.439,60.118,68.622,39.642,149.14212
24.639,40.917,54.29,59.632,54.495,36.52,51.674,61.58,56.23,43.534,50.17,51.808,55.736,77.485,38.74,44.747,46.153,35.638,56.774,38.073,152.57822
61.582,32.584,34.9,47.43,46.29,37.691,63.735,69.248,37.43,49.857,50.525,44.209,43.959,62.35,49.291,53.266,50.746,53.777,70.478,55.051,153.42528
50.833,42.673,42.406,44.124,77.04,33.932,53.089,54.358,35.74,41.778,45.022,32.184,39.822,70.296,52.767,44.688,57.122,52.094,77.966,36.052,160.19824
47.651,24.751,50.247,75.095,32.019,24.243,54.362,53.537,58.342,31.79,63.131,52.407,32.441,50.578,44.901,48.91,65.713,37.988,61.592,48.248,152.76618
33.772,46.991,39.415,33.154,65.534,43.62,58.685,58.156,51.27,31.317,60.063,37.203,55.283,28.05,66.529,49.38,49.382,41.508,51.503,55.618,142.42346
57.229,45.756,38.842,24.026,42.755,46.285,62.393,48.121,56.625,38.773,48.95,56.043,45.241,18.995,61.073,49.112,43.81,55.338,55.208,57.06,143.40458
47.133,47.934,43.078,37.142,63.723,57.41,53.572,47.021,50.724,50.417,36.893,65.474,45.114,64.874,66.008,26.457,29.719,50.17,64.053,34.483,153.30632
51.682,39.575,37.538,48.576,62.009,41.913,58.585,59.808,50.817,38.55,60.675,59.335,47.205,61.363,46.284,45.898,52.992,51.837,64.854,35.431,150.34816
57.989,60.368,68.585,32.916,68.215,70.393,52.232,65.97,42.048,31.453,64.732,46.857,73.683,39.006,58.464,57.076,55.848,69.716,38.966,60.095,146.71976
57.398,35.328,46.326,57.167,61.635,67.134,56.155,57.78,55.872,42.551,56.485,53.813,55.829,46.089,58.875,49.125,56.868,63.087,49.116,57.211,152.9972
25.071,55.921,49.983,36.852,47.724,36.787,52.829,75.981,71.75,52.336,64.807,61.597,72.461,68.038,27.826,46.978,32.539,33.01,43.386,44.95,138.48202
64.428,57.79,54.949,21.235,36.888,39.46,68.328,49.321,33.019,35.915,54.76,63.114,46.239,23,70.992,30.926,28.035,67.42,72.559,37.429,154.2052
38.56,46.069,44.39,50.073,47.543,54.807,42.941,59.929,57.042,43.487,56.828,45.855,56.063,50.546,58.232,38.522,40.595,48.708,60.507,49.514,147.7182
30.928,51.614,48.087,70.731,41.553,36.754,29.761,51.12,47.227,71.536,55.609,43.984,28.643,66.489,31.49,54.924,68.436,24.564,49.523,52.649,155.25868
30.431,31.062,36.982,77.671,65.657,30.982,56.36,71.642,49.413,70.393,52.428,38.075,31.631,74.114,28.836,47.773,70.717,44.598,57.137,57.365,144.59928
52.216,52.262,46.433,40.936,57.252,72.031,42.6,60.487,71.899,49.241,61.919,54.281,70.157,58.295,54.874,44.487,43.766,65.706,34.548,45.298,151.27854
69.3,47.37,44.348,26.909,51.042,60.594,59.234,80.179,46.937,48.292,52.982,51.246,60.129,44.399,53.669,48.027,41.482,58.279,47.674,57.789,158.08746
61.025,51.736,38.152,32.269,40.95,60.983,64.899,49.335,44.842,46.809,36.666,58.457,38.492,34.42,70.664,45.782,42.816,62.801,60.088,48.423,162.14868
39.37,32.715,35.381,52.124,57.757,46.959,58.951,64.431,59.113,48.083,55.09,44.219,42.808,74.5,46.416,43.873,41.572,39.132,69.707,58.046,149.63422
22.934,48.93,49.119,44.16,66.935,40.357,52.174,55.588,54.244,57.043,59.585,29.421,37.056,67.678,42.599,49.39,66.741,40.07,49.374,61.226,142.08096
61.271,46.857,44.162,32.734,63.29,55.615,68.814,80.694,46.105,35.186,44.443,63.188,57.11,47.534,76.141,40.246,30.343,65.288,64.761,34.714,158.91044
38.81,35.666,56.249,37.838,28.937,64.126,44.631,49.332,63.015,53.205,46.129,45.339,60.468,20.009,70.441,40.971,56.382,38.505,32.587,63.474,143.52704
52.648,58.385,80.731,43.805,16.512,30.409,39.564,54.938,26.975,54.361,38.893,53.152,58.852,28.933,63.854,32.812,43.772,40.061,50.48,46.268,146.87366
13.327,54.35,38.598,42.734,37.513,24.755,72.969,55.979,52.049,53.267,70.574,49.226,31.465,60.721,41.043,40.726,49.772,18.294,55.737,55.759,149.84682
52.686,64.836,44.86,17.417,43.375,63.881,44.334,57.815,57.345,29.373,59.15,52.624,58.2,33.629,64.015,43.059,40.576,64.498,47.53,41.872,135.2676
30.754,34.455,47.131,47.967,70.303,65.229,55.978,75.889,67.721,48.717,46.34,41.059,47.179,75.631,57.008,39.191,44.699,41.455,55.876,54.677,148.82554
55.894,38.292,63.802,53.866,49.836,44.506,53.351,52.374,52.696,44.607,61.332,52.587,51.735,54.796,37.713,54.983,70.798,53.117,51.203,48.534,146.51462
49.526,41.127,62.591,61.326,52.882,43.343,31.859,40.085,47.82,48.168,54.937,48.152,76.778,59.74,37.731,69.242,77.335,30.28,27.382,39.92,154.73006
39.142,48.034,52.957,59.725,26.335,47.751,58.153,36.349,46.618,30.568,62.587,53.611,51.158,26.3,72.912,55.22,63.401,35.655,44.998,52.829,148.86168
51.678,51.62,54.001,23.343,32.174,70.297,36.523,44.927,66.952,62.718,36.32,60.4,54.754,37.294,59.228,42.779,40.809,39.03,30.93,36.625,153.62268
38.568,41.721,54.916,53.74,51.356,48.872,55.316,65.271,51.454,41.571,38.551,49.512,38.618,76.102,53.154,41.031,48.368,46.252,67.665,43.381,155.97656
46.556,53.703,56.496,58.846,65.63,35.846,49.8,47.886,36.459,51.888,59.086,55.994,44.444,61.516,45.319,49.386,63.193,47.13,54.902,42.085,154.97286
53.49,42.054,31.729,39.714,44.547,45.015,62.265,48.148,44.215,49.026,55.197,48.778,36.766,52.308,71.498,49.581,56.968,42.429,55.115,54.305,153.13226
51.945,28.033,57.074,54.597,50.324,66.047,52.936,69.578,63.048,74.763,28.354,54.517,58.953,74.227,46.484,47.042,43.119,39.13,46.986,59.081,158.31038
29.183,48.77,57.456,60.727,41.367,32.906,42.342,52.524,52.394,47.575,65.651,36.982,39.582,70.546,45.154,52.038,66.571,24.177,51.702,51.551,143.8092
46.608,57.644,61.483,38.403,42.361,48.704,38.088,47.053,43.302,47.628,48.394,43.859,49.688,35.259,71.131,42.889,51.97,48.052,50.076,34.937,147.41432
36.467,38.38,21.034,29.034,61.914,63.723,61.356,93.066,63.591,39.719,53.534,42.545,51.705,49.501,60.172,49.727,51.805,45.423,51.051,41.336,165.19122
49.002,51.258,44.602,42.503,53.342,58.097,51.231,51.464,58.578,45.015,45.495,61.859,49.111,57.798,60.859,42.488,34.217,54.369,56.118,27.112,159.3365
47.455,36.929,58.517,43.855,42.981,45.789,52.079,56.542,58.534,45.042,59.953,53.709,49.632,50.442,51.645,40.212,49.17,43.79,52.139,45.538,152.11494
56.847,51.775,37.998,45.459,46.721,49.423,73.551,53.87,45.932,32.883,55.681,47.482,31.965,30.49,71.61,38.239,53.082,71.14,64.52,44.804,149.547
44.68,54.593,35.062,23.6,30.276,34.792,57.919,72.503,47.506,51.297,59.351,50.01,51.286,42.966,49.199,34.755,29.277,47.68,58.807,44.821,160.67326
37.999,37.235,50.315,49.493,40.328,51.974,48.526,60.853,56.185,57.518,55.901,35.191,46.706,39.811,48.118,41.095,65.919,37.686,49.526,56.433,149.25574
52.616,33.512,53.259,51.756,33.888,60.133,44.216,54.325,62.608,63.955,43.946,55.197,55.788,37.312,43.327,66.603,61.153,19.32,37.955,64.634,141.05984
37.727,37.41,62.928,49.702,44.828,53.89,39.14,39.738,49.994,45.967,43.12,50.861,47.623,52.593,60.396,50.816,56.679,29.113,38.77,46.123,153.09578
61.306,49.722,34.136,46.937,62.267,41.679,61.926,55.119,55.066,26.004,75.167,58.782,48.683,56.013,51.451,41.869,36.255,64.191,72.607,36.108,152.15474
71.136,47.511,36.089,39.272,41.665,37.606,52.145,55.439,43.806,35.684,75.914,61.298,49.992,37.884,57.507,56.622,53.13,70.233,52.947,40.477,136.5865
49.93,40.292,39.328,43.399,44.395,51.111,67.143,50.127,64.961,41.156,50.363,63.986,56.672,33.447,66.709,54.204,39.323,32.85,45.833,53.685,147.58654
47.37,49.617,72.026,49.188,40.322,33.364,44.348,67.965,47.964,65.413,48.984,45.151,54.499,61.612,27.374,46.385,52.559,37.816,50.844,51.805,151.62208
46.144,49.611,50.885,31.704,22.746,50.506,57.796,49.495,70.674,56.281,47.218,52.182,47.087,35.138,74.45,44.544,38.872,35.929,34.405,49.787,146.65184
71.642,41.906,71.843,47.914,42.548,20.449,62.797,51.713,29.055,46.372,57.57,58.346,74.529,35.163,56.186,41.292,47.799,61.202,57.331,43.887,146.18162
69.21,59.919,44.421,26.573,57.188,64.222,66.874,61.027,51.299,33.038,59.261,54.296,62.517,33.919,73.634,41.652,31.09,72.271,57.442,43.297,150.82948
34.213,53.256,59.408,43.782,66.901,63.246,42.364,56.967,63.458,26.033,63.096,53.666,75.396,50.417,55.869,48.56,51.524,63.682,38.055,41.447,153.83662
49.874,57.068,29.056,40.299,53.497,36.953,51.823,45.224,48.432,32.832,82.859,44.298,50.242,35.53,43.422,54.06,60.534,60.369,51.77,46.119,157.39624
31.999,43.707,47.82,47.548,50.156,31.373,60.359,81.733,52.329,52.655,61.809,47.32,50.035,78.515,42.865,47.585,46.873,38.944,56.166,51.55,157.2514
46.554,42.549,64.162,61.149,57.355,38.743,58.458,36.919,51.357,50.847,40.284,47.455,57.575,60.415,58.434,58.976,69.965,27.795,41.557,40.015,148.38352
45,70.39,55.434,18.366,55.213,64.758,49.807,47.692,57.527,20.073,55.252,50.034,63.452,21.709,71.113,49.287,40.053,70.4,35.992,35.348,146.05654
45.802,42.747,40.07,55.109,42.019,31.368,50.51,57.312,28.568,43.971,63.993,33.766,27,50.364,46.485,38.867,74.297,54.33,66.18,61.931,162.46718
54.789,46.733,84.134,54.864,33.08,31.413,25.629,46.794,26.387,43.999,48.731,50.764,59.15,51.022,44.036,53.486,65.288,33.977,55.044,37.006,158.83564
33.635,70.789,70.715,60.241,40.81,48.883,17.722,41.243,61.747,53.011,51.838,50.517,47.611,59.873,32.561,53.549,52.162,53.381,29.064,29.42,140.1133
38.054,71.367,63.123,43.166,32.542,42.461,32.788,42.763,42.203,37.966,57.243,54.578,63.519,29.429,59.065,40.439,56.652,49.837,32.753,29.297,149.02056
49.075,48.576,44.556,40.106,58.763,65.56,52.457,55.548,61.892,60.242,48.698,44.668,62.64,40.736,66.644,66.879,52.862,41.674,40.575,55.168,148.96002
58.095,53.928,59.725,59.922,53.254,39.537,43.983,39.428,61.686,34.087,63.196,65.826,58.793,65.669,42.281,58.912,58.506,52.429,40.71,31.27,152.68126
41.123,46.648,40.378,47.848,48.175,33.407,64.589,51.604,55.934,44.105,70.97,69.937,42.684,58.8,50.546,24.94,43.306,55.328,57.274,36.623,146.26556
45.86,44.608,49.322,39.786,61.939,49.611,73.036,62.258,42.013,31.398,60.876,60.961,53.529,53.127,65.318,31.377,47.099,60.284,59.633,37.924,158.92692
50.367,49.767,51.518,48.989,46.849,41.278,53.038,42.985,44.379,30.917,56.211,70.637,51.837,43.597,60.859,67.132,56.655,43.408,47.204,32.512,153.91612
48.672,45.485,54.998,44.769,48.482,51.797,59.801,55.748,51.25,39.896,48.25,54.129,46.334,47.685,62.352,49.653,49.421,48.017,57.495,48.289,157.47812
62.301,49.937,56.842,30.901,45.733,60.307,38.465,52.187,54.822,35.703,37.895,58.075,54.628,48.768,49.797,51.938,51.204,44.841,39.039,12.352,140.32104
63.484,40.536,32.163,53.209,47.105,28.014,58.325,73.961,52.345,51.754,75.031,46.431,56.522,61.507,43.12,38.058,43.341,60.969,57.128,45.688,153.34156
45.098,31.062,32.831,41.719,67.819,51.88,68.071,60.293,56.831,30.089,54.104,60.821,49.889,50.822,63.214,61.805,56.591,41.991,44.347,46.83,153.41994
45.277,58.877,54.561,38.688,42.786,49.32,53.216,49.672,59.966,23.106,69.933,60.504,71.161,29.705,66.36,39.222,43.46,60.887,38.26,36.184,145.00936
23.193,40.838,50.648,45,14.402,34.513,51.637,34.367,55.532,51.312,37.682,58.919,35.939,37.93,63.381,30.97,41.088,27.509,54.994,41.758,136.43602
29.371,52.887,36.528,32.871,57.699,59.322,62.006,52.043,67.916,50.012,43.272,40.119,32.119,46.086,59.665,35.214,46.297,66.959,61.092,51.342,144.49864
51.122,42.299,47.611,46.946,62.514,49.928,52.287,58.97,49,37.79,53.499,46.504,48.253,63.857,41.636,49.291,46.872,49.212,60.838,43.34,153.15158
44.222,38.944,57.15,61.813,53.361,56.202,51.021,48.392,56.649,57.415,33.109,57.28,39.112,68.013,56.728,47.6,50.139,23.003,63.468,37.005,144.04
41.919,49.785,40.034,40.758,38.166,21.984,37.821,44.207,51.74,52.267,69.875,36.709,45.04,57.725,32.001,55.899,61.965,35.917,54.79,57.88,146.84614
50.44,35.012,56.103,52.699,42.332,43.492,47.746,55.343,50.469,61.533,47.846,56.365,54.287,53.036,38.64,41.995,58.852,44.297,52.486,44.263,146.7346
26.305,48.597,63.62,59.126,52.272,38.771,43.657,44.335,56.935,39.446,42.499,48.82,38.208,58.032,55.249,47.128,54.368,30.637,53.535,37.777,143.27334
35.014,40.125,47.315,50.568,64.581,50.248,32.248,55.53,48.457,50.07,53.746,29.914,52.54,66.478,40.177,54.127,67.113,31.827,53.993,48.142,146.6894
38.865,54.978,45.25,46.25,47.947,44.613,62.666,66.794,55.941,36.07,41.948,59.122,30.319,64.817,56.376,26.28,23.864,43.424,71.316,26.786,145.54156
49.354,31.583,33.613,42.35,37.735,49.36,67.463,36.72,57.538,34.727,54.108,56.037,28.63,16.054,72.484,47.378,62.308,64.005,39.461,61.485,148.40406
59.82,39.925,56.341,49.735,48.295,54.046,28.818,58.911,51.236,64.355,55.264,54.021,45.084,69.478,39.17,39.091,49.063,55.649,51.238,46.813,151.35634
44.335,31.82,39.532,37.577,70.937,52.889,66.814,67.438,53.66,28.113,60.009,44.542,53.993,47.644,54.908,39.429,45.916,46.229,62.596,57.302,150.6735
49.011,49.356,55.034,44.857,33.438,24.929,56.817,56.227,31.513,36.468,55.664,43.575,36.772,34.357,65.498,39.434,63.998,50.181,66.986,46.489,152.16556
43.673,57.851,68.302,38.582,39.573,43.708,44.567,45.091,51.613,42.532,53.903,32.945,60.394,29.586,69.634,51.697,51.845,38.496,51.213,54.223,139.37706
48.764,52.011,57.79,52.874,58.061,46.618,47.604,46.713,43.831,28.333,62.521,50.343,43.285,51.436,63.166,52.288,63.821,68.193,54.803,44.433,141.82384
53.538,58.605,49.07,30.028,58.063,60.534,62.027,57.963,43.678,50.587,47.63,58.633,60.712,43.899,66.533,35.756,44.446,64.897,52.628,50.354,151.50986
61.609,57.26,43.43,31.27,57.609,61.073,44.019,62.215,64.84,48.304,61.481,57.152,75.754,54.429,55.352,48.063,35.24,65.618,43.641,45.135,153.49734
36.878,43.646,42.273,53.601,42.131,56.073,45.056,68.221,57.752,55.07,50.342,59.343,40.975,56.682,65.932,36.087,35.668,43.073,59.902,45.384,155.50972
47.24,42.121,51.433,47.069,19.32,33.877,54.233,56.213,47.457,68.335,53.43,48.149,48.259,32.291,46.234,46.754,49.471,30.61,45.481,66.685,140.64868
18.562,53.066,71.471,39.733,51.314,47.114,25.375,58.148,58.31,57.078,39.912,39.499,65.172,70.88,37.416,44.869,50.968,25.549,36.504,45.366,142.19792
34.519,29.437,61.253,77.604,32.121,25.105,38.09,60.838,31.027,66.367,40.961,50.552,38.46,63.737,34.792,54.918,70.332,19.655,55.752,64.403,151.25722
23.502,61.136,55.229,57.876,37.162,34.504,39.527,24.375,52.057,38.442,58.093,58.2,39.673,39.272,59.402,44.751,63.542,34.904,44.479,35.795,154.21462
54.966,38.123,61.03,73.55,59.919,54.467,53.562,49.997,57.378,32.489,55.387,41.012,62.403,34.485,57.092,53.388,64.914,47.307,52.646,59.312,153.51546
31.673,48.714,24.908,42.508,44.329,47.157,56.486,59.648,63.865,40.276,71.43,51.151,57.871,46.477,61.237,44.749,44.182,44.196,45.649,55.7,145.691
21.03,48.694,52.108,45.443,57.295,47.243,47.681,57.546,53.6,37.01,56.788,36.513,31.429,52.567,56.979,36.6,52.085,35.946,54.062,52.546,144.53738
57.837,56.934,62.342,50.376,47.053,43.761,46.661,43.198,45.649,47.995,36.722,60.199,45.951,55.385,49.814,51.254,45.907,42.57,51.845,43.037,143.48922
65.32,48.224,52.329,39.798,55.612,52.755,66.393,43.556,30.968,30.484,42.805,55.338,49.012,28.385,69.25,51.347,61.803,60.426,51.386,42.689,150.74996
44.313,54.017,46.942,52.616,33.798,31.576,67.754,39.978,44.278,37.339,49.447,59.104,35.594,36.027,75.071,42.323,38.01,49.81,63.689,40.915,156.37084
62.002,39.26,36.662,34.752,86.134,62.011,66.906,56.679,55.477,22.613,58.071,41.494,57.596,45.563,62.812,55.871,57.396,52.011,53.283,52.428,158.88128
61.803,39.536,19.02,42.929,52.142,42.225,65.391,55.791,65.683,47.956,83.187,47.687,35.559,49.294,49.096,41.778,53.068,62.653,57.582,48.328,153.89218
41.442,60.358,62.015,44.508,46.606,66.163,40.84,77.525,56.151,78.635,25.388,39.337,42.046,56.217,57.94,29.331,30.484,32.459,49.195,54.106,148.65368
28.173,41.566,34.84,52.62,62.239,49.118,52.385,52.019,44.539,64.098,38.447,48.106,29.741,63.863,64.089,34.431,51.309,45.793,66.91,40.538,152.99834
53.706,49.986,67.246,56.883,41.578,39.93,53.597,45.289,22.601,45.464,33.618,51.765,34.561,41.221,45.585,52.132,62.092,51.283,64.919,44.353,139.90756
45.023,62.803,63.518,37.846,61.238,49.299,31.86,70.121,52.441,44.242,51.089,25.809,54.224,46.4,42.036,64.239,61.695,49.903,34.316,49.353,143.76244
42.268,53.735,46.266,49.755,18.209,32.972,32.732,36.937,40.338,66.149,49.861,45.011,28.456,53.758,44.01,44.868,66.62,40.451,57.678,39.61,142.05584
40.56,41.513,49.481,49.788,66.418,43.884,54.601,69.144,47.772,43.014,39.998,51.228,43.471,67.599,61.68,32.554,41.282,50.495,69.651,38.02,151.84296
56.718,36.404,43.365,40.116,58.397,54.233,57.669,51.2,65.228,29.878,59.041,57.996,53.561,54.44,52.727,55.515,50.364,62.931,40.727,43.423,159.92078
61.789,44.559,59.728,24.788,63.998,55.726,61.876,50.703,45.262,36.352,47.611,56.624,67.866,42.366,69.84,45.921,53.207,56.017,45.01,42.081,146.16904
37.561,53.983,43.991,47.308,44.924,42.876,54.1,55.566,41.013,56.801,47.781,63.925,39.123,53.421,61.48,47.544,46.29,51.745,50.84,51.371,150.0381
54.464,43.311,55.656,75.303,56.584,41.948,34.046,41.324,44.152,42.164,75.918,51.176,58.945,60.457,34.456,71.383,73.526,47.425,35.371,53.515,147.09688
48.926,33.926,52.516,40.284,40.773,45.476,41.77,58.261,58.642,49.667,47.039,29.944,55.942,35.927,51.992,49.098,62.472,42.76,44.207,53.762,144.70496
42.013,44.735,57.534,47.861,31.589,41.757,61.509,63.286,53.12,46.831,42.869,67.399,39.587,50.288,55.368,28.368,36.438,36.456,61.829,37.659,142.90316
37.864,58.772,44.896,33.708,56.869,44.044,55.043,53.442,65.732,34.205,73.159,33.621,53.237,53.984,35.139,46.342,63.757,54.704,49.377,59.235,150.66912
39.989,55.633,55.448,41.082,27.754,33.9,23.574,35.317,54.776,45.244,51.697,51.12,48.449,57.262,37.317,54.274,36.731,24.879,55.069,36.45,152.30674
41.143,52.213,29.424,43.692,50.526,42.796,65.278,67.031,60.301,46.72,73.643,64.053,36.043,57.443,48.889,38.929,38.181,49.981,58.208,39.814,153.5826
46.066,37.763,33.815,47.293,53.667,57.122,48.599,47.196,78.283,40.46,62.917,61.238,59.902,35.64,57.895,53.853,57.578,39.681,24.584,53.242,151.54012
26.081,40.904,54.883,62.648,38.079,32.73,42.177,52.993,46.224,63.429,38.458,40.048,41.038,61.768,47.289,50.981,67.943,18.477,44.319,60.707,148.39464
49.714,35.408,52.742,46.424,59.566,44.311,57.28,67.52,47.714,56.705,55.855,34.075,48.962,74.172,40.67,38.095,46.817,42.205,67.402,52.573,157.92496
